,Group name,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72
20,Whiting Species,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9212448,0.197573,0.1564485,0.3586263,0.1335352,0.9002743,0.9999999,0,0.06546857,0.1361286,0.06235769,0.7461765,0.6817732,0.1935184,0.2330611,0.09348732,0.1606928,0.6250461,0.03645637,0.06730118,0.2536685,0.05721308,0.04009378,0.04569692,0,0,0,0,0,0.2012937,0.8159352,0.7383211,0.4444945,0.2318245,0.1454043,0.001199058,0.03130695,8.21E-05,0,0.1289398,0.1289397,0.01366884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Small pelagics,0,0,0.3840956,0.6690146,0.2838933,0.5718552,0.4122444,0.6272197,0.8044665,0.6680627,0.6179996,0,0.5313739,0.01971401,0.5661949,0,0,0,0,0,1,0,0.339194,0.2417769,0,0,0,0,0.2264575,0,0.04693694,0.2984477,0,0,0,0,0,0.310612,0.310612,0.3385493,0.3839644,0.292906,0,0,0,0,0,0,0.2094499,0,0.005901466,0.2137963,0,0,0,0.2090117,0.2374244,0.2365785,0.02386582,0,0.2197174,0.2409711,0,0.2394748,0,0.2334907,0.3083211,0,0,0,0,0
22,Western Australian Octopus,0,0.0859222,0.119391,0.02509033,0.001954162,0.000712663,0.2220576,0.00199103,0,0,0,0.8501649,7.74E-05,0.2113509,0.08283453,0.8541151,0.07890644,0.1183981,0.1053598,0.06546857,0,1,0.3668368,3.12E-05,0.07186396,0.2074933,0.4650287,0.4914867,0.2652878,0.5949932,0.2786383,5.35E-06,0.6572726,0.4153827,0.4671654,0.4328153,0.4619067,0,0,0,0,0,0.3303201,0.01921426,0.2272047,0.3321211,0.3997066,0.2162718,0.2655241,0.3942327,0.02196289,0,0.3831153,0.3831153,0.3278677,0.03691683,0.0585549,0.269775,0.3813308,0.1398549,0.2476543,0.1763419,0.3626388,0.1760223,0.1981204,0,0,0,0,0,0,0
23,Grunters,0,0.01060892,0.2840058,0.3739457,0.1190411,0.2618357,0.2105359,0.2609431,0.3802203,0.3271036,0.2619189,0.0749851,0.4929951,0.1575604,0.2622652,0.09600864,0.04433728,0.01497867,0.117823,0.1361286,0.339194,0.3668368,1,0.3215906,0.2114851,0.4270219,0.4021912,0.4984109,0.7276775,0.6834632,0.6831664,0.1941213,0.6482564,0.6799027,0.7236173,0.5828558,0.7067838,0.1125023,0.1125023,0.1885029,0.1631005,0.1077669,0.6818037,0.1259041,0.5923521,0.6208577,0.6399648,0.5619958,0.4978726,0.655736,0.104892,0.03129286,0.6605105,0.6605105,0.5655454,0.07297377,0.1364954,0.5839751,0.666233,0.3632064,0.4699663,0.3431236,0.5588207,0.3413984,0.3543616,0.000467524,0.000968383,0,0,0,0,0
24,Pipefishes,0,0,0,0,0,0,0,0,0,0,0,0,0.7396736,0.05738665,0.005358462,0.007511284,0.01234677,0,0.0442296,0.06235769,0.2417769,3.12E-05,0.3215906,1,0.07304034,0.06493584,4.72E-07,0.008609612,0.005074984,0.005090708,0.253271,0.002771172,0.004090127,0.02133214,0,8.48E-07,3.30E-07,0.5695484,0.5695484,0.7143028,0.5383446,0.5793381,0.01440408,0.04318915,0.04682167,0.04139804,0.02235834,0.007190573,0.3535807,0.002975498,0.03390904,0.3816801,0.01198142,0.01198142,0.001219751,0.3305711,0.4151091,0.5012363,0.1280919,0,0.3713802,0.4023823,0,0.3977191,0,0.339741,0.2744551,0,0,0,0,0
25,Gurnards,0,0,0,0,0,0,0,0,0,0,0,0,0,0.677615,0.0661709,0.09739004,0.1429669,0.00806299,0.5149427,0.7461765,0,0.07186396,0.2114851,0.07304034,1,0.9322824,0.09813329,0.2447324,0.1433593,0.2106411,0.7388955,0.03346457,0.2123197,0.4353479,0.1532077,0.1654384,0.1599999,0,0,0,0,0,0.2924028,0.4954218,0.6289313,0.675484,0.4532628,0.1485538,0.1091201,0.2020305,0.009671885,0,0.3124872,0.3124872,0.1463734,0.01629056,0.02504789,0.1069814,0.1603842,0.04299857,0.1004546,0.07230137,0.160832,0.07237863,0.07635668,0,0,0,0,0,0,0
26,Weedfish,0,0,0,2.44E-06,0,2.26E-05,0,0,0,0,0,0,5.01E-05,0.6207301,0.06237245,0.08873948,0.1343467,0.008644009,0.4772086,0.6817732,0,0.2074933,0.4270219,0.06493584,0.9322824,1,0.2627028,0.4678192,0.3301727,0.4936739,0.897716,0.0302681,0.5270616,0.7257853,0.4669835,0.4896549,0.4866254,0,0,0,0,0,0.5325513,0.4589086,0.7527962,0.8930184,0.738034,0.2954799,0.3335436,0.5348608,0.02910113,0,0.6190594,0.6190594,0.4187246,0.04926581,0.07632452,0.3318045,0.4906919,0.1405196,0.3099549,0.2225327,0.485784,0.2226211,0.2383412,0,0,0,0,0,0,0
27,Soldiers,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05556699,0.2579586,0.2038852,0.2466359,0.3712979,0.3218037,0.1935184,0,0.4650287,0.4021912,4.72E-07,0.09813329,0.2627028,0.9999999,0.9249512,0.3586554,0.8284795,0.3483105,0,0.5559081,0.5566782,0.7089125,0.6129022,0.6732415,0,0,0,0,0,0.4236889,0.05905749,0.2985154,0.4028759,0.4585325,0.2971686,0.3229143,0.4760239,0.02602956,0,0.464929,0.464929,0.4014412,0.04354117,0.06981748,0.3309721,0.4574661,0.1938644,0.3011635,0.2135657,0.4269757,0.2129466,0.245885,0,0,0,0,0,0,0
28,PInk Snapper  juvenile,0,0,0,2.27E-06,0,2.12E-05,0,0,0,0,0,0,4.54E-05,0.1247934,0.1746658,0.1670836,0.1732301,0.2363971,0.2819183,0.2330611,0,0.4914867,0.4984109,0.008609612,0.2447324,0.4678192,0.9249512,1,0.4073435,0.9089351,0.5407245,0.00410473,0.7534899,0.7735453,0.8222128,0.8217081,0.8214718,0,0,0,0,0,0.5530002,0.1029894,0.4241219,0.6411158,0.702794,0.3305209,0.4604528,0.6953642,0.03963267,0,0.6845559,0.6845559,0.5645427,0.06711481,0.1046239,0.4616356,0.6748859,0.2048909,0.4293467,0.3076037,0.6611153,0.3075522,0.3334275,0,0,0,0,0,0,0
29,Other seabirds,0,0,0.1839651,0.2680503,0.1272051,0.3111234,0.2849591,0.2556655,0.2414946,0.1766321,0.208588,0,0.1006454,0.09270535,0.2728128,0.00921801,0.04068062,0,0.09304006,0.09348732,0.2264575,0.2652878,0.7276775,0.005074984,0.1433593,0.3301727,0.3586554,0.4073435,1,0.6141586,0.5292286,0.113236,0.5246867,0.5715436,0.6739773,0.4670385,0.6312311,0,0,0,0,0,0.6913554,0.09569245,0.6360843,0.5100032,0.5200977,0.8892622,0.3846405,0.5514911,0.02777338,0,0.5586949,0.5586949,0.4944824,0.04557057,0.07632175,0.4106485,0.5130208,0.6387604,0.3585406,0.2495916,0.4439079,0.2476649,0.3230836,0,0,0,0,0,0,0
30,Rays,0,0.01269644,0.01730253,0.003635464,0,0.004965895,0.03246764,0.002755471,0,0,0,0.1195964,8.67E-06,0.1141202,0.1340254,0.2213029,0.1358277,0.1840072,0.2077747,0.1606928,0,0.5949932,0.6834632,0.005090708,0.2106411,0.4936739,0.8284795,0.9089351,0.6141586,1,0.6557463,0.002705858,0.890709,0.8859045,0.9694867,0.86707,0.9539623,0,0,0,0,0,0.7471712,0.0754457,0.5595728,0.7477537,0.8198965,0.509201,0.5693716,0.8439001,0.04630341,0,0.8309309,0.8309309,0.7071555,0.07756969,0.1239218,0.581706,0.8102771,0.3259951,0.5309391,0.3770414,0.7611114,0.3760898,0.4304205,0,0,0,0,0,0,0
31,Dragonets ,0,0,0,0,0,0,0,0,0,0,0,0,0.1910663,0.582594,0.05825964,0.07246335,0.1368948,0,0.4664674,0.6250461,0.04693694,0.2786383,0.6831664,0.253271,0.7388955,0.897716,0.3483105,0.5407245,0.5292286,0.6557463,0.9999999,0.02627174,0.6583802,0.8274472,0.6630442,0.6021827,0.6692589,0.07187299,0.07187299,0.1178508,0.08878316,0.07053664,0.712083,0.4590476,0.8747084,0.9202456,0.8099172,0.4699868,0.4768046,0.6807084,0.0439916,0.02189915,0.7446415,0.7446415,0.5605623,0.07136414,0.125804,0.5283467,0.6612319,0.2547356,0.4476051,0.3259717,0.5917065,0.3251381,0.335162,0,0.000556622,0,0,0,0,0
32,Southern Garfish,0,0,0.2055291,0.3324701,0.09750596,0.2989781,0.2678984,0.2900317,0.3950208,0.3666091,0.2491222,0,0.2128448,0.04367309,0.2383858,0.004207752,0.009971253,0,0.0283861,0.03645637,0.2984477,5.35E-06,0.1941213,0.002771172,0.03346457,0.0302681,0,0.00410473,0.113236,0.002705858,0.02627174,1,0.001916829,0.01042098,0,0,0,0,0,0,0,0,0.3862363,0.2935415,0.09147456,0.08026815,0.01030818,0.004895709,5.29E-05,0.01922813,0.3747652,0,0.151428,0.151428,0.3351846,0,0,0,0.06026204,0.04117512,0,0,0.009134723,0,0.6782703,0,0,0,0,0,0,0
33,Wrasses,0,0.02410647,0.03506951,0.007336476,0,0,0.06320825,0,0,0,0,0.281816,0,0.1035213,0.03340844,0.2771821,0.03811632,0.04509774,0.06754321,0.06730118,0,0.6572726,0.6482564,0.004090127,0.2123197,0.5270616,0.5559081,0.7534899,0.5246867,0.890709,0.6583802,0.001916829,1,0.9287329,0.897274,0.9370478,0.9312564,0,0,0,0,0,0.7153376,0.03583337,0.498633,0.815426,0.9266813,0.4198991,0.6248143,0.9430171,0.05447951,0,0.9139226,0.9139225,0.7622055,0.0925165,0.1433941,0.6240348,0.9221048,0.2651384,0.5827601,0.4183314,0.9121896,0.4184806,0.4484292,0,0,0,0,0,0,0
34,Butterfishes,0,0,0,0,0,7.08E-05,0,0,0,0,0,3.62E-07,0,0.2190066,0.04602317,0.05255751,0.07017931,0.03733421,0.1971105,0.2536685,0,0.4153827,0.6799027,0.02133214,0.4353479,0.7257853,0.5566782,0.7735453,0.5715436,0.8859045,0.8274472,0.01042098,0.9287329,0.9999999,0.9157115,0.9272491,0.9443825,0,0,0,0,0,0.7852013,0.1654002,0.6626824,0.9474716,0.985962,0.4693369,0.6305647,0.9562492,0.05410833,0,0.9572294,0.9572294,0.7755182,0.09154821,0.142905,0.6326079,0.9224964,0.2837992,0.5877886,0.4209239,0.9016001,0.4208011,0.4574755,0,0,0,0,0,0,0
35,Demersal fish,0,0,0,0,0,0.006063767,1.62E-05,0.003424189,0,0,0,0.002383129,0,0.01774302,0.07560977,0.06060309,0.07212881,0.1087017,0.09462278,0.05721308,0,0.4671654,0.7236173,0,0.1532077,0.4669835,0.7089125,0.8222128,0.6739773,0.9694867,0.6630442,0,0.897274,0.9157115,1,0.889074,0.989642,0,0,0,0,0,0.8031936,0.01732547,0.5635133,0.7705411,0.8592375,0.5568832,0.6173695,0.9111068,0.04996333,0,0.8891779,0.8891778,0.7666913,0.08363813,0.1338899,0.6319084,0.8764651,0.3627425,0.5757904,0.4085736,0.8203905,0.4074582,0.4686021,0,0,0,0,0,0,0
36,Common Silverbelly,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01119348,0.04493004,0.04602649,0.04124228,0.0631936,0.05957736,0.04009378,0,0.4328153,0.5828558,8.48E-07,0.1654384,0.4896549,0.6129022,0.8217081,0.4670385,0.86707,0.6021827,0,0.9370478,0.9272491,0.889074,1,0.9340485,0,0,0,0,0,0.6629681,0.01080668,0.4284825,0.7905179,0.9226023,0.3673005,0.6265941,0.9535313,0.05686676,0,0.9106795,0.9106795,0.7564194,0.09738839,0.1482052,0.6183385,0.9438285,0.2331153,0.5845464,0.4221042,0.9631339,0.4229302,0.43771,0,0,0,0,0,0,0
37,Goatfishes,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01301632,0.05748771,0.04940576,0.05417769,0.08207002,0.07325676,0.04569692,0,0.4619067,0.7067838,3.30E-07,0.1599999,0.4866254,0.6732415,0.8214718,0.6312311,0.9539623,0.6692589,0,0.9312564,0.9443825,0.989642,0.9340485,1,0,0,0,0,0,0.7908739,0.01335748,0.5424001,0.8007527,0.9015113,0.5136548,0.6399953,0.9511048,0.05311676,0,0.9236811,0.9236811,0.7895744,0.08934015,0.1415003,0.6495089,0.9207594,0.3318341,0.5969282,0.4252675,0.8778018,0.424557,0.4762944,0,0,0,0,0,0,0
38,Blue Sprat,0,0,0,0,0,0,0,0,0,0,0,0,0.2618982,0,0,0,0,0,0,0,0.310612,0,0.1125023,0.5695484,0,0,0,0,0,0,0.07187299,0,0,0,0,0,0,1,1,0.972973,0.8444176,0.9946545,0,0,0,0,0,0,0.7403391,0,0.01162333,0.8988177,0,0,0,0.8893805,0.9345641,0.7380046,0.04434095,0,0.7768544,0.8776334,0,0.8764935,0,0.9232705,0.8839076,0,0,0,0,0
39,Sandy Sprat,0,0,0,0,0,0,0,0,0,0,0,0,0.2618982,0,0,0,0,0,0,0,0.310612,0,0.1125023,0.5695484,0,0,0,0,0,0,0.07187299,0,0,0,0,0,0,1,1,0.972973,0.8444176,0.9946545,0,0,0,0,0,0,0.7403391,0,0.01162333,0.8988177,0,0,0,0.8893805,0.9345641,0.7380046,0.04434095,0,0.7768544,0.8776334,0,0.8764935,0,0.9232705,0.8839076,0,0,0,0,0
40,Pilchard,0,0,0,0,0,0,0,0,0,0,0,0,0.4284844,0,0,0,0,0,0,0,0.3385493,0,0.1885029,0.7143028,0,0,0,0,0,0,0.1178508,0,0,0,0,0,0,0.972973,0.972973,1,0.8809687,0.9600819,0,0,0,0,0,0,0.694752,0,0.01828121,0.8071476,0,0,0,0.7888368,0.8534867,0.739499,0.07064267,0,0.7289876,0.8149991,0,0.813308,0,0.8199176,0.8211551,0,0,0,0,0
41,Australian Herring,0,0,0,3.86E-05,5.75E-05,5.08E-05,0.000201224,4.96E-05,2.04E-05,0,5.26E-05,0,0.3186311,2.69E-05,0,0,0,0,0,0,0.3839644,0,0.1631005,0.5383446,0,0,0,0,0,0,0.08878316,0,0,0,0,0,0,0.8444176,0.8444176,0.8809687,1,0.798412,0,0,0,0,0,0,0.5853841,0,0.01132279,0.6127989,0,0,0,0.6065273,0.6742412,0.6263671,0.04557336,0,0.6140918,0.6787418,0,0.6746517,0,0.6842996,0.8873753,0,0,0,0,0
42,Schooling species,0,0,0,0,0,0,0,0,0,0,0,0,0.2577101,0,0,0,0,0,0,0,0.292906,0,0.1077669,0.5793381,0,0,0,0,0,0,0.07053664,0,0,0,0,0,0,0.9946545,0.9946545,0.9600819,0.798412,1,0,0,0,0,0,0,0.7436123,0,0.01198605,0.9307623,0,0,0,0.9187503,0.9560212,0.7357172,0.04508338,0,0.7803777,0.8851946,0,0.8844588,0,0.939265,0.8485109,0,0,0,0,0
43,Leatherjackets,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1907007,0.0209992,0.02228368,0.05087955,0,0.1610523,0.2012937,0,0.3303201,0.6818037,0.01440408,0.2924028,0.5325513,0.4236889,0.5530002,0.6913554,0.7471712,0.712083,0.3862363,0.7153376,0.7852013,0.8031936,0.6629681,0.7908739,0,0,0,0,0,1,0.2519491,0.7043468,0.765318,0.744342,0.6034324,0.5088398,0.7494166,0.0619575,0,0.8288192,0.8288192,0.7861702,0.06572884,0.1069549,0.527917,0.7361929,0.3819022,0.4742644,0.334356,0.6471661,0.3328724,0.7603663,0,0,0,0,0,0,0
44,Other crabs,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7959377,0.165491,0.09604376,0.3959699,0.06705809,0.8361863,0.8159352,0,0.01921426,0.1259041,0.04318915,0.4954218,0.4589086,0.05905749,0.1029894,0.09569245,0.0754457,0.4590476,0.2935415,0.03583337,0.1654002,0.01732547,0.01080668,0.01335748,0,0,0,0,0,0.2519491,1,0.67985,0.3195466,0.1540793,0.1684422,0.000824219,0.03445485,0.1501473,0,0.1323471,0.1323471,0.128628,0,0,0,0.01349351,0.0773889,0,0,0.002536513,0,0.187201,0,0,0,0,0,0,0
45,Blue Swimmer Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7123032,0.08860818,0.07787698,0.2245713,0,0.6414492,0.7383211,0,0.2272047,0.5923521,0.04682167,0.6289313,0.7527962,0.2985154,0.4241219,0.6360843,0.5595728,0.8747084,0.09147456,0.498633,0.6626824,0.5635133,0.4284825,0.5424001,0,0,0,0,0,0.7043468,0.67985,1,0.7576802,0.6238587,0.6239714,0.3409794,0.5173929,0.07912931,0,0.5927372,0.5927372,0.4670532,0.04214368,0.06955626,0.3577591,0.4670549,0.3551263,0.3171164,0.2222252,0.4120284,0.2208906,0.3144404,0,0,0,0,0,0,0
46,Mantis shrimp,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4078791,0.03752588,0.05402349,0.08611976,0,0.3112906,0.4444945,0,0.3321211,0.6208577,0.04139804,0.675484,0.8930184,0.4028759,0.6411158,0.5100032,0.7477537,0.9202456,0.08026815,0.815426,0.9474716,0.7705411,0.7905179,0.8007527,0,0,0,0,0,0.765318,0.3195466,0.7576802,1,0.9514897,0.4295584,0.5503494,0.849875,0.06642203,0,0.9001514,0.9001514,0.7162161,0.0803264,0.1251054,0.5507962,0.8139319,0.2487978,0.5126052,0.3673682,0.7938865,0.3673373,0.4613254,0,0,0,0,0,0,0
