,Prey \ predator,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
14,Cuttlefish,0,0,0.05963271,0.3948176,0.1323785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,Trevallies,0.001147875,0.002860106,0,0.004609175,0.000435195,0.004900972,0.075826,0,0,0,0,0,0,0.003685043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,Flounders,0,0,0,0,0,0,0,0,0,0,0,2.55E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5263193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,Pink Snapper adult,0.03727989,0.005371135,0.05434927,0.1904845,0,0,0,0,0,0,0,2.54E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,Pink Snapper pre-spawner,0.06892453,0,0.02540017,0.3521753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,King George Whiting,0,0,0.000119694,0.003882473,0,0.02495847,0.05343613,0.004375773,0.008510647,0.000135428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02199392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Whiting Species,0,0,0.001091347,0.007812138,0.001565298,0.01159859,0.1739419,0.003312962,0.000780348,0.000133908,0,0,0.002387559,0,0.08492594,0,0,0,0,0,0,0,0,0,0,0,0,0,4.19E-05,0,0,0.01312774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Small pelagics,0,0.001356044,0,0,0.02663235,0.007478671,0,0.002451033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Western Australian Octopus,0,0,0.000255652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000401862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,Grunters,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000655208,0,0.1561076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02415663,0.2861041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,Pipefishes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,Gurnards,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2010396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Weedfish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2186058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04017158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,Soldiers,0,0,0,0,0,0,0,0,0,0,0,1.09E-06,0,0,0,0.03388999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03186292,0,0,0,0.0395625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,PInk Snapper  juvenile,0,0,0.004626781,1.496373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,Other seabirds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Rays,0,0,0,0,0,0,0,0,0,0,0,7.34E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,Dragonets ,0,0,0,0,0,0.004083185,0,0,0,0,0,0,0,0,0,0.03453052,0.007038455,0,0,0,0,0,0,0,0,0,0,0,0,0.03226359,0,0.02794719,0,0.207986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Southern Garfish,0,0,0,0.007432158,0.01331809,0.0245818,0.5142911,0.03363187,0,0.002248623,0,0,0,0.02088717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,Wrasses,0,0,0,0,0,0,0.004459029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2533974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,Butterfishes,0,0,0,0,0,0.001862658,0,0.001102016,0,0,0,1.40E-05,0,0.01288369,0,0.02153134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8786038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,Demersal fish,0,5.22E-05,9.33E-05,0.000162715,0,0,0.0163663,0,0,0,0,2.94E-05,0,0.000643385,0,0.08884613,0,0,0,0,0,0.002699316,0.002412278,0,0,0,0,0,0,0.01534268,0,0,0.01689624,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000116916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,Common Silverbelly,0,0,0,0,0,0.01117086,0.4876773,0.007545826,0,0,0,0,0,0.01917813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,Goatfishes,0,0,0,0,0,0,0.05953558,0,0,0,0,0,0,0.002418258,0,0.04413108,0,0.001267401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6835793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,Blue Sprat,0,0,0.000953672,0.01292642,0.006720654,0.01006339,0.07620636,0.006207055,0.007680935,0.001438905,0.009613213,0,0.01115758,0,0.2133442,0,0,0,0,0,0.6767056,0,0.02712924,0,0,0,0,0,4.25E-05,0,0,0.02013005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Sandy Sprat,0,0,0.000584937,0.01114926,0.004366978,0.0108984,0.08252953,0.006722081,0.007404974,0.001038865,0.01041086,0,0.01208337,0,0.1848371,0,0,0,0,0,0.187494,0,0.05876054,0,0,0,0,0,2.76E-05,0,0,0.02180033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,Pilchard,0,0,0.001034475,0.01626199,0.006018945,0.01694566,0.1573063,0.02178307,0.01176194,0.000242749,0.03307288,0,0.03194099,0.005096582,0,0,0,0,0,0,0.4197474,0,0,0,0,0,0,0,0,0,0,0.01978702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,Australian Herring,0,0,0.000842237,0.007048455,0.1278895,0.008999282,0,0.0302049,0.000266492,0,0.2425024,0,0.06338312,0.01995786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,Schooling species,0,0,0,0.009445919,0.01677172,0.01213444,0.5099488,0.007128373,0.002511872,0,0.01189129,0,0.003431104,0.003610477,0,0,0,0,0,0,0.04238335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09151326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,Leatherjackets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6630624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,Other crabs,0,0,0,0.001457311,0,0.01579414,0,0,0,0,0,0,0.03403119,0,0,0,4.94E-05,0.000986485,0.00758623,0,0,0.000803031,0,0,0,0.004314756,0,0.000265959,0,0.003673839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,Blue Swimmer Crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001806482,0.009370266,0,0,0,0.001465784,0,0,0,0,0,0.000812805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,Mantis shrimp,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02073354,0,0.03814821,0,0,0,2.225307,0,0,0,0,0,0,0,0,0,0,0,0,0.123889,0,0.6729648,0.01377906,0,0,0,0,0,0,0,0.2150054,0,0,0,0,0,0.6481155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Seastars,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9469951,0,0,0.02992131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01054512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,Migratory waders,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,Seahorses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1583188,0,0,0,0,0,0.000610767,0,0.05714945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,Mullets,0,0,0,0.000218051,0.01939753,0.004722251,0.04766216,0.008331255,0,0,0,0,0,0.001889182,0,0.5564836,0.001498076,0,0,0,0,0.001447577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,Rabbitfish,0,0,0,0,0,0.003614772,0,0.001203489,0,0,0,6.94E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06293389,0,0,0,0,1.376241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,Introduced species,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,Western King Prawn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002702034,0.430904,0.01116843,0,0.1451826,0,0,0.000739798,0,0,0,0,0,0,0.3470712,0,0,0,0,0,0,0,0,0.4236534,0.0954209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,Other prawns,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02600537,0,0,0,0,0.213085,6.986763,0,0.01637164,0,0.002428442,0,0.03156821,0.06877335,0,0,0,0,0,0,0,0,0,0.05744085,0,0,0,0,0,0,0,0.09849804,0.02074813,0,0,0,0.005096378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,Sea snails,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27912,0,0,0.01444929,0,0.5524874,0,1.552745,0,0,0,0,0,0.09462702,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05102691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,Black Mussel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.741031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1374539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,Corals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01556808,0,0,0.06043191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,Ascidians,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.059219,0,0,0,0,0,0,0,0.1663992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,Sea Cucumbers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6736429,0.001755541,0,0,0,0,0,2.400477,0,0.2359142,0.006812641,0,0,0,0,0,0,0.2598068,0.1403174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,Sand dollars,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.167877,0,0.04581568,0.07356456,0.1081264,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1827237,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03342716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Sponges,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02002077,0.006626471,0.001380877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Bivalves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2864954,0,0,0,0,0,0.08147503,0,0,0,0,0,0,0,0,0,0,0.08027373,0.04481422,0,0,0,0,0,0,0,0,0,0.1967663,0,0.02538447,0.004622337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,Polychaetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007706734,0.03277666,0.03334944,0.001127041,0,0.06716799,3.392954,0,0,0.01298436,0.003990596,0.04867588,0.07083423,0,0.000649561,1.32E-05,0.02904311,0.3234874,0.001951627,0.01038998,0.2394551,0,0,0,0,0,0,0,0,0.04282086,0.1142766,0.07627036,0.02948523,0.004111452,3.98E-06,2.12E-05,0.04946744,0.001575404,0,0.001845879,0.01082282,0.000241719,0,0,0,0,0,0,0,0,0,0,0,0
64,Bryozoans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03870621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,Urchins,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001210976,0.2357177,0.1562614,0.003283384,0.00589068,0.07574326,1.735935,0,0.006564301,0.005786915,0,0.002813448,0.004702739,0.1475226,0.008421655,0,0.3900849,0,0,0.05054099,0.1957317,4.150866,0.0241815,0.04485869,0,0,0,0,0,0,0.02395866,0,0,0.000425759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,Zooplankton,0,0,0,0,0,0,0,0,0,0,0,0,0.06679511,0,0,0,0,0,0,0,0.4236642,0,0.1301207,0.1655633,0,0,0,0,0,0,0.3728045,0,0,0,0,0,0,13.77595,5.908867,5.15382,0.07053824,0.05048832,0,0,0,0,0,0,0.00733991,0,1.79581,0.000956619,0,0,0,2.66E-06,0.004137417,0.1107867,0.007631989,0,0.003055762,0.000695822,0,0.01254061,0,0,0.05843367
67,Planktotrophic Larvae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000579315,0.02547471,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03273443,0.01404066,0.008164342,0.000203503,0.002330545,0,0,0,0,0,0,0,0,0.02511961,8.83E-05,0,0,0,0,0.000208497,0.000255441,0,0,1.41E-05,3.21E-05,0,0,0,2.740755,0
68,Phytoplankton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2147633,0,0,0.02025395,0,0,0,0,0,0,0,0,0,0,0,0,0,15.16735,6.505676,3.152426,0.0549055,0.05558776,0,0,0,0,0,0,0.01346876,0,0.001997162,0.003159717,0,0,0,1.76E-05,0.01062905,0.0813176,0,0,0.005607334,0.001532203,0,0.02761449,0,14.52711,8.57808
69,Seagrass,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003874797,0,0,0,0,0,0,0,0,0.01026829,0,0,0,0,0,0,0,0,0,0,0,0.01764802,0.003842785,0.000381167,0,0,0,0,6.886436,0,0,0,0,0,0,0,0.000227269,0,0,0,0.01232202,0,0,0,0
70,Macroalgae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02398288,0,0,0,0,0,0,0,0,0,0,0.05919107,0.01717466,0.002271559,0.002225657,0,0,0,0,0.4730627,0,0.001109671,0.006506259,0.002903337,0,0,0,0.000663519,0,0,0,0.1438981,0,1.167011,0,0
71,Macroalgal Epiphytes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008633779,0,0,0,0,0,0,0,0,0,0,0,0.02473134,0.003271023,0.00128197,0,0,0,0.1070558,0.6812058,0,0.001597915,0.009368951,0.006271166,0,0,0,0,0.01117984,0,0,0.2051603,0,0.840242,0,0
72,Microphytobenthos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2042264,0,0,0,0,0,0,0.2545587,1.492537,0.006660258,0,0,0,0.6088458,3.562047,0,0,653.6683,0,11.37778,0,0
