EwEVersion,"6.6.7.17812 (compiled 28/02/2022)"
Date,"26/02/2023 11:47:51 AM"
ModelName,CS_model_V1_110722
EcosimScenario,"New Ecosim scenario"
TimeSeries,(none)
StartYear,2020

Data,Mortality

year\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73
2030,0.1139295,0.1799865,0.1900136,0.07998674,0.7100094,0.08998784,0.8398979,0.08998568,0.1399799,0.1899766,1.889514,0.3609747,0.4400146,0.8399863,0.3199775,0.859999,1.100022,0.4700374,0.4099982,0.5199879,0.1099953,1.099989,1.119981,0.8001468,0.8000274,1.850013,0.4800172,1.579881,0.1199739,0.3260053,0.8400326,0.8997725,0.4699912,1.119994,0.1700001,0.9799376,1.089984,1.200095,0.960113,0.780067,0.9200324,0.8900986,0.9139829,0.5199687,0.5199881,7.569888,1.489916,0.179965,0.8300571,0.7599823,1.519374,2.300203,7.569815,7.569981,3.899729,2.230147,0.08001058,2.300096,4.449788,2.899837,1.900099,1.350097,4.849946,0.2000207,7.509659,29.60192,2.999924,50.97537,7.298038,1.999834,1.999826,706.4216,0
2031,0.1139432,0.1799994,0.1900208,0.07998907,0.7099912,0.08998517,0.8399603,0.08998232,0.1399845,0.189999,1.889919,0.3610183,0.4400508,0.8399849,0.3199657,0.8599944,1.09994,0.4700094,0.4099796,0.5199804,0.1099993,1.099992,1.120027,0.8000912,0.7999777,1.84996,0.4799401,1.579901,0.1199731,0.3259712,0.8400218,0.9000096,0.4699833,1.119945,0.169989,0.9799795,1.089931,1.200107,0.9601085,0.7801149,0.92012,0.8901151,0.9139552,0.5199578,0.5199808,7.570138,1.489967,0.1799681,0.8300393,0.7599995,1.520175,2.299976,7.570231,7.57016,3.900143,2.230042,0.08001385,2.300034,4.450187,2.899888,1.90002,1.350052,4.850102,0.2000214,7.510277,29.60049,3.000152,50.97467,7.300114,1.999923,1.999916,706.4333,0
2032,0.1139508,0.1799958,0.1900291,0.07999822,0.7100036,0.08999417,0.8400356,0.08999655,0.1400201,0.1900511,1.89039,0.3610098,0.4400357,0.8400521,0.3200133,0.8600319,1.099968,0.4700225,0.4100171,0.5200424,0.1100139,1.099995,1.120067,0.7999163,0.8000753,1.850154,0.4800413,1.580237,0.1199844,0.3260133,0.8400404,0.9002146,0.470024,1.120091,0.1700027,0.9800966,1.090081,1.199972,0.9599603,0.7799982,0.920055,0.8899718,0.9140707,0.5200624,0.5200352,7.570276,1.490134,0.1799783,0.8299815,0.7600482,1.520606,2.299816,7.570007,7.570356,3.900083,2.229905,0.08000556,2.299933,4.450052,2.900229,1.899906,1.349957,4.850183,0.2000037,7.510321,29.59725,3.000224,50.97301,7.300409,1.99995,1.999976,706.4019,0
2033,0.1139532,0.1799891,0.1900324,0.08000267,0.7100294,0.09000342,0.8400102,0.0900095,0.1400331,0.1900564,1.890292,0.3609887,0.439983,0.8400833,0.3200441,0.8600104,1.100079,0.4700594,0.4100577,0.5200833,0.1100162,1.09999,1.11993,0.7998616,0.8000618,1.849993,0.4800435,1.580055,0.1199876,0.3260185,0.8399644,0.8999214,0.4699961,1.120021,0.1700044,0.9799879,1.090014,1.199875,0.9598735,0.779884,0.9199336,0.8898914,0.9140017,0.5200298,0.5200243,7.569655,1.490027,0.179983,0.8299211,0.75997,1.519291,2.299924,7.569685,7.56963,3.899626,2.229882,0.07999514,2.29987,4.449578,2.90004,1.899878,1.349883,4.84976,0.1999816,7.509485,29.59728,3.000019,50.97267,7.297726,1.999807,1.999801,706.3904,0
2034,0.1139667,0.1800005,0.1900395,0.07999944,0.7100224,0.08999911,0.8400288,0.09000098,0.1400051,0.1900081,1.889849,0.361031,0.4399863,0.8399396,0.3199985,0.8599641,1.099986,0.4700212,0.4099709,0.51995,0.1100019,1.099992,1.119931,0.8000315,0.7998428,1.849736,0.4799062,1.57977,0.1199842,0.3259608,0.8399106,0.8999283,0.4699729,1.119882,0.1699857,0.9799325,1.089899,1.199962,0.9599807,0.7799547,0.919924,0.8900049,0.9139186,0.5199172,0.5199494,7.569801,1.489875,0.17998,0.8299982,0.7599699,1.519903,2.300125,7.570269,7.569659,3.900232,2.230082,0.07999951,2.300078,4.450272,2.899798,1.90009,1.350024,4.849892,0.1999905,7.510122,29.60161,2.999692,50.97384,7.299672,1.999901,1.999882,706.4632,0
2035,0.1139802,0.1800147,0.1900382,0.07999279,0.7099829,0.08998831,0.8400025,0.08998311,0.1399741,0.1899725,1.8896,0.3610249,0.4400279,0.8398938,0.3199626,0.8600032,1.099904,0.4699829,0.4099402,0.519911,0.1099908,1.099996,1.120106,0.8001628,0.7999464,1.850095,0.4800177,1.5801,0.1199877,0.3260054,0.8400583,0.9001341,0.4700344,1.120085,0.170001,0.9800845,1.090104,1.200116,0.960128,0.780095,0.9200354,0.8901138,0.9140847,0.5200036,0.5199867,7.570499,1.490029,0.1799874,0.8301147,0.7600698,1.520987,2.300168,7.570217,7.570613,3.900393,2.230206,0.08001366,2.30023,4.450464,2.900147,1.900195,1.350173,4.850376,0.2000265,7.510658,29.60264,2.999865,50.97528,7.301199,2.000008,2.000038,706.4598,0
2036,0.1139758,0.1800092,0.1900247,0.07999299,0.709975,0.08998969,0.8399109,0.08998505,0.139983,0.1899995,1.889897,0.3609717,0.4400266,0.8400535,0.3199922,0.8600197,1.100051,0.4700243,0.4100415,0.5200599,0.1099984,1.099991,1.120032,0.800037,0.8001668,1.85023,0.4801076,1.580137,0.1199878,0.326046,0.8400905,0.8998699,0.4700176,1.120112,0.1700156,0.980021,1.090091,1.200095,0.960085,0.7800846,0.9201092,0.8900588,0.9140616,0.5200478,0.5200381,7.569985,1.490081,0.1799948,0.8300259,0.7599978,1.519313,2.299974,7.569535,7.570181,3.89945,2.229983,0.08001284,2.299956,4.449432,2.900135,1.899933,1.350007,4.849988,0.2000241,7.509484,29.59871,3.000334,50.97493,7.297408,1.999799,1.999805,706.3823,0
2037,0.1139751,0.1799999,0.1900291,0.08000334,0.7100089,0.09000012,0.8400145,0.09000225,0.140019,0.1900492,1.890423,0.3610159,0.4400056,0.8400701,0.3200186,0.8599762,1.100059,0.4700328,0.4100265,0.5200482,0.1100126,1.099991,1.119914,0.7998779,0.7999768,1.849813,0.4799105,1.579813,0.1199868,0.3259626,0.839922,0.8999279,0.4699545,1.119856,0.1699887,0.9799066,1.089837,1.199934,0.9599227,0.7799633,0.9200356,0.8899498,0.9138748,0.5199376,0.5199814,7.569654,1.489957,0.1799891,0.8299062,0.7599421,1.519372,2.299793,7.570104,7.569551,3.899881,2.229825,0.07999918,2.29981,4.449829,2.899783,1.899821,1.34986,4.849756,0.1999858,7.509775,29.59742,3.00019,50.97278,7.29867,1.999821,1.999788,706.4169,0
2038,0.1139873,0.1800011,0.1900423,0.08000762,0.7100244,0.09000263,0.8401189,0.09000676,0.1400261,0.1900437,1.890309,0.3610473,0.4399928,0.8399722,0.3200192,0.8600129,1.099944,0.4700021,0.4099625,0.5199562,0.1100117,1.099999,1.120047,0.7999213,0.7999032,1.849959,0.4799545,1.580112,0.1199968,0.3259775,0.8399591,0.9003209,0.470018,1.120008,0.1699925,0.9800788,1.090024,1.19989,0.9598932,0.779909,0.9199222,0.8899184,0.9140345,0.5200148,0.5199934,7.570371,1.490055,0.1799917,0.829982,0.7600684,1.52136,2.29994,7.570432,7.570326,3.900641,2.230005,0.07999617,2.300051,4.450646,2.900098,1.900037,1.350001,4.850272,0.1999837,7.510881,29.59949,2.999769,50.9725,7.302316,2.000043,2.000073,706.4555,0
2039,0.1139899,0.1800036,0.1900308,0.07999822,0.7100073,0.08999655,0.839946,0.08999581,0.1399916,0.1899896,1.889672,0.3609798,0.439976,0.8400072,0.3200093,0.8600358,1.10004,0.470024,0.41003,0.5200306,0.1099973,1.099993,1.120017,0.8000517,0.8001068,1.850201,0.4801345,1.580182,0.1199965,0.3260577,0.8400667,0.8999052,0.4700367,1.120155,0.1700186,0.9800519,1.09016,1.200007,0.9600181,0.7799743,0.9199421,0.8899971,0.9141141,0.5200816,0.5200397,7.569996,1.490046,0.1800001,0.830043,0.7600209,1.519674,2.300194,7.569525,7.570146,3.899632,2.23012,0.08000349,2.300098,4.449665,2.900181,1.900087,1.350067,4.850016,0.2000075,7.509613,29.60067,2.999862,50.97475,7.29788,1.999845,1.999868,706.3979,0
2040,0.1139906,0.1800099,0.1900204,0.07999323,0.7099881,0.08999097,0.8399045,0.08998571,0.1399691,0.1899694,1.88963,0.3610016,0.4400022,0.8399777,0.3199708,0.859958,1.100024,0.4700064,0.4100075,0.5200002,0.1099902,1.09999,1.119899,0.8001111,0.799948,1.849782,0.4799295,1.579645,0.1199836,0.3259735,0.8399627,0.899653,0.4699498,1.119856,0.169992,0.9798553,1.089848,1.200103,0.9601108,0.7800841,0.92006,0.8901131,0.9138691,0.5199006,0.5199571,7.56952,1.489836,0.1799923,0.8300164,0.7599077,1.518685,2.300119,7.569933,7.56945,3.89965,2.230061,0.08000896,2.30001,4.449694,2.899688,1.900024,1.35002,4.849685,0.2000117,7.509401,29.60164,3.00004,50.9754,7.297115,1.999759,1.999711,706.4318,0
2041,0.1139989,0.1800136,0.1900276,0.07999942,0.7099803,0.08999129,0.8400814,0.08998702,0.1399896,0.1900074,1.890159,0.3610531,0.4400459,0.8399194,0.3199685,0.8599874,1.099858,0.4699545,0.4099262,0.5199111,0.11,1.1,1.120102,0.8000423,0.799874,1.849947,0.4799016,1.580014,0.1199917,0.3259549,0.8399968,0.9003217,0.4700066,1.119964,0.1699862,0.9800704,1.089974,1.200067,0.9600603,0.7800902,0.9200947,0.8900756,0.9139972,0.5199576,0.5199664,7.570568,1.490046,0.1799922,0.8300457,0.7600666,1.521501,2.299885,7.570667,7.570564,3.900768,2.23003,0.0800103,2.300086,4.450792,2.900072,1.90005,1.350065,4.850408,0.2000131,7.51114,29.60044,3.000072,50.9739,7.302939,2.000065,2.000083,706.475,0
2042,0.1139906,0.1799977,0.1900198,0.08000379,0.71,0.09000015,0.8400135,0.09000143,0.1400184,0.1900427,1.890322,0.3609699,0.440001,0.8400921,0.3200382,0.8600655,1.100046,0.4700216,0.4100521,0.5200839,0.110012,1.099997,1.120093,0.799882,0.8002178,1.850407,0.480184,1.580472,0.1200042,0.3260761,0.8401021,0.9001717,0.4700637,1.120249,0.1700259,0.9801524,1.090238,1.199941,0.9599254,0.7799482,0.9200063,0.8899059,0.9141844,0.520152,0.5200845,7.570305,1.490237,0.1800059,0.8299821,0.7600753,1.520327,2.299865,7.569508,7.570549,3.899684,2.229907,0.08000154,2.299924,4.449618,2.900447,1.899889,1.349954,4.8502,0.200002,7.509903,29.5965,3.00023,50.97316,7.298983,1.999895,1.999945,706.3698,0
2043,0.1139826,0.1799892,0.1900135,0.08000404,0.7100311,0.09000611,0.8399393,0.09001008,0.140017,0.1900283,1.890104,0.3609755,0.4399509,0.840103,0.3200403,0.8599768,1.10017,0.4700617,0.4100781,0.5201014,0.1100089,1.099988,1.1198,0.7998856,0.8000291,1.849771,0.4799716,1.579699,0.1199927,0.3259926,0.839901,0.8995848,0.4699413,1.119854,0.1699985,0.9798184,1.089835,1.199887,0.9598897,0.7798836,0.9199262,0.8899071,0.9138547,0.5199457,0.5199916,7.569084,1.489864,0.1799975,0.8298833,0.759872,1.517937,2.299994,7.569578,7.568959,3.899252,2.229871,0.07999132,2.299802,4.449213,2.899652,1.899845,1.349839,4.849368,0.1999733,7.508778,29.59825,2.999984,50.97326,7.295388,1.999662,1.999607,706.3904,0
2044,0.114002,0.1800085,0.1900286,0.08000126,0.7100109,0.08999615,0.8400974,0.08999454,0.1399886,0.1899834,1.889837,0.3610795,0.4400032,0.839844,0.3199642,0.8599541,1.099859,0.4699579,0.4098909,0.5198451,0.1099946,1.1,1.120007,0.8001061,0.7996888,1.849629,0.4797905,1.579701,0.1199914,0.3259095,0.8398957,0.9002005,0.4699714,1.119809,0.1699705,0.9799681,1.08984,1.200016,0.960036,0.7800202,0.9199593,0.8900709,0.9138935,0.5198724,0.5199099,7.570296,1.489854,0.1799885,0.8300496,0.7600238,1.521375,2.30012,7.570963,7.570097,3.901052,2.230173,0.08000208,2.300211,4.451149,2.899746,1.900209,1.350117,4.850247,0.1999954,7.511217,29.60373,2.999566,50.97404,7.303238,2.000075,2.000069,706.5208,0
2045,0.1140054,0.1800131,0.1900172,0.07999348,0.7099685,0.08998739,0.8399804,0.08998051,0.1399693,0.1899667,1.889644,0.3609891,0.4400307,0.8399451,0.3199737,0.8600688,1.099906,0.4699659,0.4099764,0.5199674,0.1099901,1.100001,1.120219,0.8001441,0.8001509,1.850509,0.480198,1.580527,0.1200027,0.3260804,0.8401909,0.9002738,0.4700981,1.120332,0.1700266,0.9802346,1.090344,1.200138,0.9601378,0.7801106,0.9200646,0.8900928,0.9142714,0.5201542,0.5200657,7.57087,1.490225,0.1800061,0.8301476,0.7601426,1.521389,2.300136,7.569761,7.571224,3.900131,2.2302,0.08001581,2.300238,4.450182,2.900573,1.900172,1.350199,4.850617,0.2000383,7.510605,29.60116,3.000057,50.97556,7.300962,2.000025,2.000104,706.4126,0
2046,0.1139849,0.1799959,0.1899953,0.07999547,0.7099873,0.08999652,0.8398328,0.08999398,0.1399906,0.1900078,1.890019,0.3609304,0.4399922,0.8401628,0.3200209,0.859998,1.100191,0.4700557,0.4101249,0.5201721,0.1100022,1.099987,1.119855,0.7999341,0.8002338,1.850059,0.4800943,1.579872,0.1199911,0.3260452,0.8400226,0.8994598,0.4699609,1.119984,0.1700166,0.9798545,1.08994,1.200033,0.9600165,0.7800234,0.9200936,0.8899996,0.9139256,0.5200056,0.5200391,7.569107,1.489971,0.1800038,0.8299194,0.759867,1.5172,2.299911,7.569064,7.569191,3.898626,2.229816,0.08000415,2.299726,4.448556,2.899858,1.899745,1.34984,4.849363,0.2000041,7.508196,29.59673,3.000498,50.9746,7.293268,1.999562,1.99951,706.3383,0
2047,0.1139938,0.1799974,0.1900183,0.08000857,0.7100224,0.09000448,0.8401424,0.0900077,0.1400245,0.1900466,1.89055,0.3610791,0.4400062,0.8399552,0.3200011,0.8599286,1.099932,0.4699837,0.4099339,0.5199223,0.1100123,1.099999,1.119905,0.7998882,0.7996857,1.849435,0.4796973,1.57954,0.1199908,0.3258708,0.8397968,0.9001628,0.4699205,1.119651,0.1699589,0.9798731,1.089659,1.199893,0.9598908,0.7799438,0.9199891,0.8899582,0.9137535,0.5198167,0.5199001,7.569863,1.489842,0.1799868,0.829904,0.7599552,1.520653,2.299776,7.571043,7.569513,3.90088,2.229871,0.07999305,2.299906,4.450871,2.899556,1.899926,1.349891,4.84992,0.1999686,7.510888,29.59953,2.999871,50.97198,7.302418,1.999991,1.999946,706.5019,0
2048,0.1140055,0.1800015,0.1900264,0.08000574,0.7100095,0.0900002,0.8401412,0.09000164,0.1400143,0.1900165,1.890083,0.3610283,0.4400026,0.8399257,0.3200129,0.8600791,1.099869,0.4699686,0.4099383,0.5199213,0.1100053,1.100007,1.120242,0.8,0.800025,1.850418,0.4801399,1.580636,0.1200125,0.3260528,0.840112,0.9006305,0.4701139,1.12032,0.1700171,0.9803066,1.090353,1.199944,0.9599494,0.7799422,0.9199113,0.8899358,0.9142959,0.5201693,0.520057,7.571175,1.490272,0.1800048,0.8300931,0.7602091,1.522858,2.300059,7.57024,7.571414,3.900863,2.230163,0.08000084,2.300256,4.450896,2.900641,1.900194,1.350159,4.850837,0.2000047,7.511506,29.60041,2.999698,50.97328,7.304205,2.000191,2.000298,706.4482,0
2049,0.1139878,0.1799936,0.1899946,0.07999247,0.7099985,0.08999706,0.8397674,0.08999452,0.1399774,0.1899679,1.889457,0.3608997,0.4399545,0.840139,0.3200242,0.8600313,1.100235,0.4700732,0.4101423,0.5201757,0.1099927,1.099986,1.119868,0.8000398,0.8003177,1.85025,0.4802359,1.580024,0.1199969,0.3261063,0.8400914,0.8993201,0.4700008,1.120143,0.1700355,0.9798956,1.090111,1.200048,0.9600525,0.7799907,0.9199874,0.8900052,0.9140475,0.5200854,0.5200726,7.569094,1.489973,0.1800096,0.8299876,0.7598865,1.516892,2.30023,7.568572,7.569308,3.898291,2.230014,0.08000303,2.299896,4.448279,2.899991,1.899917,1.349956,4.849372,0.2000108,7.507774,29.59911,3.000185,50.97583,7.291756,1.999524,1.999496,706.3205,0
2050,0.1139966,0.1800077,0.1900061,0.07999668,0.7099957,0.08999395,0.8400018,0.08998963,0.1399757,0.1899777,1.889923,0.3610689,0.440019,0.8399065,0.319948,0.8598792,1.099944,0.469975,0.4099312,0.5199026,0.1099923,1.099994,1.119814,0.8000879,0.7996371,1.84923,0.4796282,1.579131,0.1199791,0.3258455,0.8397871,0.8997369,0.4698668,1.119501,0.1699507,0.9797089,1.0895,1.200077,0.9600847,0.7800958,0.9200842,0.8901401,0.9136156,0.5197044,0.5198503,7.569386,1.489638,0.1799834,0.8299615,0.7598515,1.519187,2.299973,7.570951,7.568977,3.900477,2.229992,0.08000387,2.299967,4.450538,2.899192,1.900005,1.349965,4.849602,0.1999923,7.510193,29.60269,2.999932,50.97441,7.299862,1.999848,1.999748,706.5119,0
2051,0.1140135,0.1800136,0.1900246,0.08000352,0.7099767,0.08999237,0.8402182,0.08998924,0.140003,0.1900176,1.890331,0.3610746,0.4400682,0.8398569,0.3199728,0.860064,1.099713,0.4699111,0.4098642,0.5198369,0.1100036,1.100014,1.120364,0.8000381,0.7999204,1.850394,0.4800348,1.580666,0.1200095,0.3260045,0.8401256,0.9009829,0.4701178,1.120277,0.1700018,0.980382,1.090315,1.200042,0.9600325,0.7800735,0.920059,0.8900301,0.9142859,0.5201264,0.5200266,7.571802,1.490336,0.1800005,0.8301371,0.7602751,1.524433,2.299861,7.570944,7.572032,3.901641,2.230141,0.08001084,2.300297,4.451678,2.900729,1.9002,1.350207,4.851267,0.2000225,7.512681,29.60042,2.999929,50.97325,7.308005,2.000372,2.000494,706.4931,0
2052,0.1139835,0.1799832,0.189991,0.07999983,0.7100053,0.09000448,0.8398115,0.0900071,0.140017,0.1900312,1.890058,0.3608601,0.4399541,0.8402757,0.3200822,0.8601044,1.1003,0.4701017,0.4102114,0.5202892,0.1100112,1.099989,1.11996,0.7998292,0.80057,1.850691,0.4804322,1.580574,0.1200097,0.326187,0.8401857,0.8995585,0.4700672,1.120404,0.1700624,0.9800649,1.090357,1.199924,0.9599044,0.7798893,0.9199753,0.8898417,0.9142402,0.5202622,0.5201733,7.569381,1.490254,0.1800194,0.8299244,0.7599654,1.517295,2.299979,7.568042,7.569814,3.897954,2.229814,0.07999707,2.299725,4.447831,2.900491,1.89972,1.349838,4.849539,0.2000015,7.507641,29.59405,3.00049,50.9741,7.291498,1.99953,1.999555,706.251,0
